桩号,填方面积(㎡),挖方面积(㎡),清表面积(㎡),清表左边界X,清表右边界X,top,CRR,C1,C2,G15,G7,top,CRR,C1,C2,G15,G17
K104+200,10.825,0.000,5.208,-10.238,6.972,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+225,10.163,0.000,5.140,-10.117,6.836,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+250,10.807,0.000,5.186,-10.207,6.961,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+275,10.627,0.000,5.187,-10.357,6.789,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+300,10.237,1.338,6.315,-10.590,10.039,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+325,9.777,0.000,5.170,-9.988,7.078,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+350,10.547,0.000,5.469,-10.777,7.302,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+375,10.209,0.000,5.316,-10.299,7.345,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+400,8.644,0.000,5.607,-10.099,7.649,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+425,6.928,0.000,5.221,-10.227,7.081,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+450,5.304,0.013,4.870,-9.584,6.574,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+475,10.194,0.000,5.373,-10.466,7.373,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+500,8.841,0.000,5.301,-10.422,7.107,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+525,10.513,0.171,10.919,-14.111,6.124,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+550,6.960,0.473,5.086,-10.843,5.741,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+575,4.569,0.262,5.007,-10.417,5.991,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+600,5.587,0.509,4.863,-10.195,5.616,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+625,6.774,0.436,4.811,-10.075,5.726,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+650,5.548,0.129,4.845,-9.797,6.180,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+675,3.312,0.464,4.622,-9.497,5.731,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+700,1.713,2.393,5.501,-9.680,8.384,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+725,1.750,2.733,5.191,-9.777,7.248,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+750,2.876,0.159,4.978,-9.992,6.434,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+775,2.729,0.058,4.835,-9.410,6.606,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+800,1.352,0.775,4.720,-9.290,6.349,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+825,0.973,1.007,4.703,-9.012,6.588,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+850,1.039,1.190,4.619,-9.210,6.114,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+875,1.083,0.550,4.001,-6.635,6.580,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+900,2.314,0.113,4.902,-9.038,7.171,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+925,3.644,0.009,4.940,-9.111,7.239,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+950,5.375,0.000,5.041,-9.491,7.183,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+975,6.077,0.000,5.067,-9.696,7.058,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K105+000,5.295,0.000,4.880,-9.228,6.881,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K105+025,4.674,0.279,4.670,-9.430,5.973,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K105+050,5.282,0.000,4.913,-9.349,6.886,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K105+075,5.697,0.000,5.036,-9.567,7.149,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K105+100,1.328,0.112,4.164,-6.517,7.166,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K105+125,0.526,0.668,4.198,-6.663,7.225,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.788,0.834,0.879,0.925,0.970
K105+150,1.008,1.272,3.867,-5.626,7.113,0.253,0.790,0.839,0.887,0.936,0.984,0.252,0.786,0.829,0.872,0.915,0.958
K105+175,2.029,0.811,3.929,-5.683,7.236,0.253,0.791,0.841,0.891,0.941,0.991,0.252,0.784,0.825,0.866,0.907,0.948
K105+200,2.041,0.439,4.212,-6.698,7.205,0.253,0.791,0.841,0.891,0.941,0.991,0.252,0.784,0.825,0.866,0.907,0.948
K105+225,1.134,1.143,4.104,-6.007,7.523,0.253,0.791,0.841,0.891,0.941,0.991,0.252,0.784,0.825,0.866,0.907,0.948
K105+250,1.332,0.568,3.907,-6.164,6.721,0.253,0.791,0.841,0.891,0.941,0.991,0.252,0.784,0.825,0.866,0.907,0.948
K105+275,1.819,0.429,4.124,-6.068,7.611,0.253,0.791,0.841,0.891,0.941,0.991,0.252,0.784,0.825,0.866,0.907,0.948
K105+300,1.390,0.671,4.108,-6.129,7.482,0.253,0.791,0.841,0.891,0.941,0.991,0.252,0.784,0.825,0.866,0.907,0.948
K105+325,2.164,0.373,4.005,-6.150,7.091,0.253,0.791,0.841,0.890,0.940,0.989,0.252,0.785,0.826,0.868,0.909,0.951
K105+350,1.932,0.157,3.906,-6.314,6.538,0.253,0.790,0.838,0.886,0.934,0.982,0.252,0.787,0.830,0.874,0.918,0.962
K105+375,1.808,0.119,3.890,-6.531,6.294,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.835,0.882,0.928,0.974
K105+400,3.231,0.000,4.124,-6.857,6.683,0.253,0.788,0.834,0.880,0.925,0.971,0.253,0.789,0.837,0.884,0.932,0.979
K105+425,4.384,0.000,4.493,-8.025,6.714,0.252,0.786,0.829,0.873,0.916,0.959,0.253,0.790,0.839,0.887,0.935,0.984
K105+450,4.578,0.003,4.891,-9.447,6.701,0.252,0.784,0.825,0.866,0.907,0.948,0.253,0.791,0.841,0.891,0.941,0.991
K105+475,4.106,0.434,4.674,-9.510,5.829,0.252,0.784,0.825,0.866,0.907,0.948,0.253,0.791,0.841,0.891,0.941,0.991
K105+500,4.599,0.507,5.079,-9.481,6.997,0.252,0.784,0.825,0.866,0.907,0.948,0.253,0.791,0.841,0.891,0.941,0.991
K105+525,3.389,0.543,4.681,-9.337,6.066,0.252,0.784,0.825,0.866,0.907,0.948,0.253,0.791,0.841,0.891,0.941,0.991
K105+550,2.292,1.612,3.876,-6.893,5.755,0.252,0.784,0.825,0.866,0.907,0.948,0.253,0.791,0.841,0.891,0.941,0.991
K105+575,1.641,1.552,3.949,-6.933,6.049,0.252,0.784,0.825,0.866,0.907,0.948,0.253,0.791,0.841,0.891,0.941,0.991
K105+600,0.300,3.837,4.435,-6.695,7.941,0.252,0.786,0.829,0.872,0.915,0.958,0.253,0.790,0.839,0.887,0.936,0.984
K105+625,0.000,4.327,3.579,-6.145,5.629,0.253,0.788,0.833,0.879,0.924,0.970,0.253,0.789,0.837,0.884,0.932,0.979
K105+650,0.003,3.907,3.566,-5.471,6.311,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K105+675,0.156,1.682,3.794,-5.981,6.466,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.788,0.833,0.878,0.924,0.969
K105+700,2.449,0.431,4.062,-5.903,7.458,0.253,0.790,0.839,0.888,0.936,0.985,0.252,0.786,0.829,0.871,0.914,0.957
K105+725,2.689,0.073,4.310,-6.491,7.744,0.253,0.791,0.841,0.891,0.941,0.991,0.252,0.784,0.825,0.866,0.907,0.948
K105+750,2.233,1.218,4.085,-6.004,7.354,0.253,0.791,0.841,0.891,0.941,0.991,0.252,0.784,0.825,0.866,0.907,0.948
K105+775,2.060,0.278,3.993,-6.190,6.924,0.253,0.791,0.841,0.891,0.941,0.991,0.252,0.784,0.825,0.866,0.907,0.948
K105+800,2.174,0.984,3.998,-6.502,6.377,0.253,0.790,0.839,0.887,0.936,0.984,0.252,0.786,0.829,0.872,0.916,0.959
K105+825,2.452,0.000,4.091,-6.670,6.847,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.788,0.834,0.879,0.925,0.971
K105+850,1.354,0.302,3.845,-6.691,5.934,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K105+875,1.782,0.056,3.935,-6.520,6.431,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K105+900,2.458,0.216,3.853,-6.109,6.482,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K105+925,2.191,0.357,4.710,-9.184,6.190,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K105+950,4.135,0.317,4.982,-9.309,6.771,0.252,0.787,0.832,0.877,0.922,0.967,0.253,0.789,0.837,0.884,0.932,0.979
K105+975,6.787,0.000,5.272,-10.079,7.380,0.252,0.785,0.828,0.870,0.913,0.955,0.253,0.790,0.838,0.885,0.933,0.981
K106+000,8.033,0.008,5.187,-10.529,6.597,0.252,0.785,0.827,0.869,0.912,0.954,0.253,0.790,0.839,0.887,0.935,0.983
K106+025,8.351,0.007,5.143,-10.349,6.595,0.252,0.785,0.827,0.869,0.912,0.954,0.253,0.790,0.839,0.887,0.935,0.983
K106+050,6.837,0.000,5.073,-9.969,6.768,0.252,0.785,0.827,0.869,0.912,0.954,0.253,0.790,0.839,0.887,0.935,0.983
K106+075,6.574,0.000,5.109,-9.975,6.875,0.252,0.785,0.827,0.869,0.912,0.954,0.253,0.790,0.839,0.887,0.935,0.983
K106+100,3.746,0.041,4.890,-9.432,6.735,0.252,0.786,0.828,0.871,0.914,0.956,0.253,0.790,0.837,0.885,0.932,0.980
K106+125,1.215,0.144,3.977,-6.210,6.934,0.253,0.788,0.833,0.878,0.923,0.968,0.253,0.789,0.837,0.884,0.932,0.979
K106+150,0.451,0.104,4.036,-6.654,6.735,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+175,0.161,0.607,3.985,-6.614,6.541,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+200,0.101,1.391,3.812,-6.740,5.748,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+225,1.604,0.051,3.946,-6.658,6.383,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+250,4.145,0.023,4.091,-6.961,6.494,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+275,6.157,0.227,5.130,-9.787,6.827,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+300,11.335,0.000,5.386,-10.052,7.739,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+325,14.032,0.017,6.148,-10.305,10.082,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+350,14.966,0.000,6.592,-10.666,11.028,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+375,15.703,0.000,6.468,-10.843,10.508,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+400,14.604,0.006,6.693,-11.009,11.012,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+425,12.584,0.072,6.581,-10.922,10.725,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+450,9.918,0.050,6.468,-10.854,10.457,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+475,9.629,0.003,6.630,-11.120,10.649,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+500,6.372,0.498,6.286,-10.499,10.022,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+525,6.128,0.134,6.241,-10.257,10.256,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+550,6.784,0.000,5.261,-10.193,7.116,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+575,7.553,0.510,6.306,-10.323,10.363,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+600,6.820,0.000,5.275,-10.582,6.832,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+625,6.010,0.002,5.277,-10.685,6.624,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+650,6.354,0.000,5.151,-10.019,7.004,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+675,7.366,0.167,6.372,-10.624,10.317,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+700,11.181,0.450,6.281,-10.773,10.006,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+725,10.027,0.000,5.542,-10.880,7.347,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+750,11.115,0.258,6.517,-10.885,10.533,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+775,9.502,0.000,5.541,-10.771,7.450,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+800,13.268,0.059,6.705,-11.076,10.952,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+825,12.195,0.042,6.486,-10.732,10.600,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+850,11.991,0.024,6.499,-10.748,10.703,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+875,11.647,0.054,6.423,-10.945,10.264,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+900,13.169,0.000,0.554,-11.500,7.287,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+925,12.311,0.146,6.573,-11.281,10.400,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+950,13.510,0.000,6.750,-11.172,11.064,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K106+975,14.181,0.132,6.805,-11.392,10.952,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+000,16.066,0.006,7.108,-10.904,10.331,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+025,13.098,0.000,5.664,-11.253,7.475,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+050,9.053,0.000,5.195,-9.696,7.561,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+075,14.539,0.032,6.458,-11.425,9.916,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+100,15.489,0.021,6.645,-11.344,10.556,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+125,20.954,0.000,7.155,-11.752,11.605,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+150,20.599,0.000,7.003,-11.656,11.350,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+175,19.540,0.000,6.897,-11.395,11.288,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+200,21.202,0.000,6.872,-11.653,11.138,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+225,17.485,0.021,6.893,-11.517,11.178,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+250,17.858,0.000,6.980,-11.712,11.283,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+275,17.886,0.000,6.956,-11.723,11.250,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+300,16.966,0.000,6.894,-11.518,11.245,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+325,18.134,0.000,6.882,-11.440,11.294,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+350,14.430,0.004,6.682,-11.469,10.638,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+375,15.787,0.012,6.760,-11.720,10.616,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+400,16.174,0.036,6.733,-11.599,10.611,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+425,18.218,0.000,6.888,-11.690,11.125,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+450,16.384,0.045,6.614,-11.687,10.189,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+475,17.691,0.000,6.804,-11.628,10.885,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+500,14.479,0.044,6.734,-11.422,10.780,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+525,13.549,0.000,6.724,-11.250,10.978,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+550,12.524,0.011,6.667,-11.291,10.751,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+575,10.782,0.122,6.711,-11.192,10.869,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+600,10.679,0.020,6.696,-11.214,10.891,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+625,10.055,0.000,6.744,-11.249,10.981,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+650,8.745,0.000,6.548,-10.739,10.913,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+675,7.938,0.000,6.566,-11.022,10.633,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+700,6.614,0.182,6.312,-10.531,10.342,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+725,8.919,0.001,6.425,-10.752,10.499,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+750,8.943,0.115,6.391,-10.797,10.335,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+775,10.113,0.000,6.558,-11.125,10.572,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+800,11.093,0.000,6.581,-11.199,10.572,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+825,11.497,0.000,6.666,-10.952,11.052,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+850,9.718,0.000,6.761,-11.060,11.090,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+875,12.105,0.000,6.743,-11.066,11.183,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+900,11.820,0.000,6.780,-11.246,11.108,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+925,11.569,0.000,6.647,-10.968,10.971,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+950,11.695,0.000,6.717,-11.240,10.924,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K107+975,11.493,0.000,6.826,-11.172,11.267,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+000,11.947,0.000,6.879,-11.439,11.202,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+025,13.394,0.000,6.886,-11.216,11.359,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+050,14.697,0.000,6.689,-11.327,10.803,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+075,14.865,0.000,6.644,-11.186,10.798,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+100,15.861,0.000,6.706,-11.215,10.971,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+125,19.048,0.000,6.829,-11.585,11.000,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+150,19.604,0.000,6.825,-11.320,11.326,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+175,21.168,0.000,6.853,-11.394,11.319,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+200,19.017,0.000,6.737,-11.074,11.233,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+225,19.086,0.000,6.818,-11.359,11.217,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+600,0.564,0.913,4.049,-6.300,7.099,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+625,0.483,1.683,4.093,-6.595,6.937,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+650,0.223,2.140,3.953,-6.541,6.551,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+675,0.088,2.748,3.811,-5.845,6.783,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+700,0.000,2.642,3.865,-6.255,6.572,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+725,0.000,3.282,3.863,-6.238,6.590,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+750,0.000,3.302,3.849,-6.185,6.610,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+775,0.000,3.511,3.816,-6.120,6.549,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+800,0.000,3.841,3.778,-6.054,6.458,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+825,0.000,4.788,3.593,-5.544,6.348,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+850,0.000,4.845,3.690,-5.950,6.277,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+875,0.000,5.933,3.637,-6.036,6.019,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+900,0.000,6.579,3.632,-5.956,6.058,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+925,0.000,6.140,3.653,-6.015,6.097,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+950,0.000,5.598,3.600,-6.013,5.924,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K108+975,0.000,5.900,3.652,-5.948,6.152,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+000,0.000,5.894,3.590,-5.961,5.932,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+025,0.000,4.368,3.818,-6.354,6.317,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+050,0.008,3.135,3.812,-6.629,6.052,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+075,0.041,2.600,4.031,-6.678,6.703,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+100,0.000,3.171,3.703,-6.221,6.080,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+125,0.012,2.517,3.894,-6.135,6.814,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+150,0.454,0.591,4.248,-6.638,7.470,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+175,0.917,0.145,4.038,-6.390,7.050,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+200,2.222,0.000,4.911,-9.308,7.022,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K109+225,1.996,0.000,4.210,-6.869,7.156,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
